sim_id,total_mass,ell,em,match,phase_diff_per_cycle,f_lower_mode
SXS:BBH:0169,15,2,1,0.9694673715827893,0.015376464668264296,38.75987425124835
SXS:BBH:0169,15,3,3,0.9942085298834469,0.011205258415533222,116.27962275374504
SXS:BBH:0169,15,4,4,0.9889830359250222,0.20980772277245605,155.0394970049934
SXS:BBH:0169,15,3,2,0.9648753010275571,0.007202522962575762,77.5197485024967
SXS:BBH:0169,15,4,3,0.9413895522090936,0.007668504261319173,116.27962275374504
SXS:BBH:0169,20,2,2,0.9886032857495028,0.0029444331195622384,58.13981137687253
SXS:BBH:0169,20,2,1,0.9566544747493892,0.027316971342436595,29.069905688436265
SXS:BBH:0169,20,3,3,0.9790155657501257,0.003815449438076174,87.2097170653088
SXS:BBH:0169,20,4,4,0.9706549046191306,0.32181243997496745,116.27962275374506
SXS:BBH:0169,20,3,2,0.9468715409971519,0.018011049482340873,58.13981137687253
SXS:BBH:0169,20,4,3,0.9227815212345033,0.015424673055764171,87.2097170653088
SXS:BBH:0169,25,2,2,0.9930968539677237,0.003921828561209717,46.51184910149802
SXS:BBH:0169,25,2,1,0.9627914820070738,0.0018405251289897128,23.25592455074901
SXS:BBH:0169,25,3,3,0.9944777438170961,0.02270454279272916,69.76777365224703
SXS:BBH:0169,25,4,4,0.9940588928971801,0.4087606681633955,93.02369820299604
SXS:BBH:0169,25,3,2,0.9607915603888209,0.0006494401119798747,46.51184910149802
SXS:BBH:0169,25,4,3,0.9529907516394378,0.006898026406429554,69.76777365224703
SXS:BBH:0169,30,2,2,0.9925536939288295,0.00725429862865552,38.75987425124835
SXS:BBH:0169,30,2,1,0.9575386056470281,0.011250238650731275,19.379937125624174
SXS:BBH:0169,30,3,3,0.9941028429567814,0.03601609527780608,58.13981137687252
SXS:BBH:0169,30,4,4,0.9935042362796578,0.42110397540342615,77.5197485024967
SXS:BBH:0169,30,3,2,0.9588428163122616,0.010805807790063392,38.75987425124835
SXS:BBH:0169,30,4,3,0.9576445726372964,0.021254458740762705,58.13981137687252
SXS:BBH:0169,35,2,2,0.9928957600423812,0.009599600577000109,33.22274935821287
SXS:BBH:0169,35,2,1,0.9523319573122555,0.003398414812682514,16.611374679106437
SXS:BBH:0169,35,3,3,0.9899600313215859,0.02391571539802786,49.83412403731931
SXS:BBH:0169,35,4,4,0.9871453425508057,0.3399425945588012,66.44549871642575
SXS:BBH:0169,35,3,2,0.9548030517126852,0.0034369615536183357,33.22274935821287
SXS:BBH:0169,35,4,3,0.9458001568543862,0.006735036895124831,49.83412403731931
